"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"[Преломление +]Добавить единицу к числу преломлений"
"DOTA_Tooltip_ability_Advanced_Bloodrage_note_base_Info" "Duration：+0.1/Level<br/>Attack Speed: +3/Level"
"DOTA_Tooltip_ability_Advanced_Bloodrage_note_lv25_1"				"[Bloodbath Demon]Health lost per second increased to 15%% of the maximum HP, the maximum bonus of the basic attack damage provided by 'Essence Transformation' increased to 1000"
"DOTA_Tooltip_ability_Advanced_Bloodrage_note_lv25_2"				"[Blood Thirst]'Blood Savings' will respond to all deaths, therefore, whether if the buff carrier kill the target or not, the blood of the death unit will be stored (and if there are multiple buffs exist, one death can have multiple bonuses).At the same time, the bonus for each death is doubled; The stored blood will lose 8%% of the excess value after more than 200 stacks."
"DOTA_Tooltip_ability_Advanced_Bloodrage_note_lv25_3"				"[Thirst Quenched]The target unit is disarmed during the state duration, but the physical spell damage bonus incresed to 150%%"





"DOTA_Tooltip_ability_Advanced_double_edge_note_lv5"				"[Over-Aggression+] up to 3 times"
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv10"			"[Ignore the Pain+] Maximum stacks increased to 7"
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv15"			"[Warrunner] Within 5 seconds after releasing the ability, every 200 distances moved can increase the damage of the next release by 10%%, up to 4 times"
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv20"			"[Self Challenge]Each time you deal 200%% of your maximum health damage to yourself, you will get a stack of reinforcement, which can add 1%% of your maximum health to subsequent spell damage (including self damage), but will not be affected by 'Over-Aggression'. Up to20 stacks of reinforcement"
"DOTA_Tooltip_ability_Advanced_double_edge_note_base_Info" "Base Damage:+10/Level<br/>Bonus Damageindex:+0.06/Level"
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv25_1"				"[Blood Axe · Infernal Menace]Without special effect, but you can obtain a 6th echelon item-'Infernal Menace'"
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv25_2"				"[Battle Waltz - Blade Hell]After cast double-edged on a target, if the target is not dead, the skill effect will be continuously released for 15 seconds. The initial interval is 0.5 seconds, each release will reduce the interval by 0.01 seconds, and the minimum release interval is 0.1 seconds. You can use the move command or stop command to stop this effect at any time. Even if you die in the process, your body will not stop."
"DOTA_Tooltip_ability_Advanced_double_edge_note_lv25_3"				"[Waltz · Beyond Limits]The maximum stack of 'Self Challenge' increased to 150"


"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv5"				"[Aghanim's Blessing+] Splash damage increased to 80%%"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv10"			"[Echo+] Search range increased to 700, inherited attack damage increased to 75%%"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv15"			"[Echo++] Attacks have a 20%% chance to retain the status (not affected by the probability event bonus)"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv20"			"[Delay] Status destruction will delay execution by one frame, but only retain the attack damage bonus effect"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_base_Info" "Attack Damage Bonus: +20%%/Level"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv25_1"				"[Fallen Sky]Turn into a towering giant and fall from the sky, causing damage to up to 5 enemies within 600 of the landing point with full attack damage of 200%%"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv25_2"				"[The Strongest on the Earth]It will also provide 50%% full attack damage bonus, and the delay of 'Delay' will be increased to 1 second"
"DOTA_Tooltip_ability_Advanced_enchant_totem_note_lv25_3"				"[Residency]Gain passive ability, and your attack has 10%% trigger spell effect (only affected by 50%% probability event bonus)"

"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv5"				"[Magic Overdraft+] Increased mana cost per stack reduced to 40%%"
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv10"			"[Aghanim's Blessing+] The area of ​​effect is increased to 500, and the target of influence is increased to 10."
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv15"			"[Soul Harvest] The damage obtained by each kill is calculated to the maximum value, and the total maximum value increases INT*7"
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv20"			"[Endless Energy] Maximum kill bonus damage increased to INT* 30, and the duration of kill mark status increased to 60 seconds"
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_base_Info" "Base Damage:+20/Level<br/>Bonus Damageindex:+0.2/Level"
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv25_1"				"[The Acme of Pain· Aziz's Casting]The maximum stack of 'Magic Overdraft' increased to 20; In addition, when you cast a skill with a cooldown greater than 5 seconds, you can remove a stack of your latest 'Magic Overdraft' negative state"
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv25_2"				"[The Acme of Pain· Aziz's Magic]Lose the effect of 'Magic Overdraft', and reduce the ability cooldown time to 7 seconds, when you cast this spell, you will inject all mana into the finger of death, making the spell damage add 200%% of your current mana. The lost mana will be returned after the skill cooldown is completed, but if you die during this period, you will lose the temporary magic."
"DOTA_Tooltip_ability_Advanced_finger_of_death_note_lv25_3"				"[The Acme of Pain· Aziz's Evil Hand]If the Finger of Finger fails to kill the target, a single spell effect will be released again after delaying 10 seconds(Lasts until this unit die). You can stack multiple times, but one unit can only have 5 delayed evil hands at the same time"



"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv5"				"[Evil Thoughts+] Can accumulate 300%% damage"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv10"			"[Aghanim's Blessing+] The area of ​​effect is increased to 450, and the target of influence is increased to 5. Now you can turn on auto cast, when auto cast is enabled, the cooldown is halved, and the mana cost is doubled."
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv15"			"[Share] If your own health is full, then share the recovery effect with any allies within 1000 range that are not full of health, as a healing effect"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv20"			"[Pain Multiplier] Each use of a spell can increase the damage of the next spell by 10%%, independently stacking for 60 seconds"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_base_Info" "Base Damage:+10/Level<br/>Bonus Damageindex:+0.08/Level"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv25_1"				"[Pain Transmigration]The maximum cumulative value of 'Evil Thoughts' is increased to 700%%, and the duration is increased to 20 seconds"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv25_2"				"[The Embodiment of Fear]Brain Sap will engrave fear after causing damage to the target. Each time the target receives 20 times of damage greater than 10, it will receive a single Brain Sap effect, the number of damage required to trigger each time is increased by 5, and it will decreased by 10 if you cast Brain Sap to this target, but at least 20. (LV20 effect will not be triggered)"
"DOTA_Tooltip_ability_Advanced_brain_sap_note_lv25_3"				"[Fear Invasion]Under the automatic casting state, the ability only has a 1 second cooldown, and will not consume twice mana, but 400 points of mana will be forcibly lost after casting. If your mana is insufficient, your incoming damage will increased by 5%% and your outgoing damage will decreased by 3%% in the next 30 seconds as punishment."





"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv5"				"[Inflammatory Explosion+]Effect radius increased by 60"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv10"			"[Scorching Sun]+]Weakening effect reduced to 4%% every 10 minutes"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv15"			"[The Scorching Sun at Noon]If the time difference is within 1 hour, two additional Inframammary Expansions will be generated, if the difference is between 1 and 3 hours, an additional explosive explosion will be generated; otherwise, it will not be generated (the additional Inframammary Expansions will only cause half of the damage)"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv20"			"[Flame Array]Multiple additional Light Strike Arrays are generated in the 600 range around the target point, but only 70%% of the effect radius and damage are caused. When the time difference is within 1 hour, four will be generated, and will be reduced by 1 for each additional hour"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_base_Info" "Base Damage: +10/Level<br/>Bonus Damage Index: +0.05/Level"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv25_1"				"[Ori]The maximum enhancement multiple of 'Scorching Sun' is increased to 3, and the number of additional Inflammatory Explosion of 'The Scorching Sun at Noon' effect is increased to 3, and will be reduced by once per difference hour, the maximum generation number of 'Flame Array' will be increased to 6. If this ability is used by Zeng Jiaoyang(Ori), all effects will be the largest by default (but will not be reflected on the UI)"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv25_2"				"[Scorching Sun Impact]The effecr radius increase to 400. At the same time, the number of Inflammatory Explosion will be fixed to 10 times, and the maximum damage of each time will be increased to 200%. The damage of additional Inflammatory Explosion will no longer be weakened, and the generation interval will be increased to 5 seconds"
"DOTA_Tooltip_ability_Advanced_light_strike_array_note_lv25_3"				"[Red Witch's Roasting]The light strike array can pull twice the effect radius of the enemy to the target position, then generate 6 times of impact damage within 2 seconds. Each impact can cause  damage= The number of magical spells with fire attribute * 120%% INT , the effect radius will be increase by 20 for each impact"
